run,evalanche_size,evalanche_duration,density,cooldown,branching_ratio,emperical_branching_ratio
7,"[132891, 3, 3, 5, 1, 27, 3876]","[84343, 2, 3, 3, 1, 19, 2465]",0.08031968031968033,3,2.1406661993596967,1.0476354434370627
8,"[30634, 0, 43897, 4, 12570]","[19361, 0, 27854, 3, 7932]",0.0,3,2.1406661993596967,1.0497688355065764
9,"[0, 103744, 7, 1, 1, 0, 1, 3]","[0, 65551, 6, 1, 1, 0, 1, 3]",0.0,3,2.1406661993596967,1.0492321742370487
0,"[526, 714, 1019, 192, 1272]","[318, 458, 643, 125, 789]",0.005264735264735265,5,2.1406661993596967,1.1113835772747405
1,"[517, 443, 753, 2963, 0, 0, 0, 214]","[312, 272, 481, 1850, 0, 0, 0, 135]",0.0,5,2.1406661993596967,1.1349507613247758
2,"[527, 286, 1171, 0, 416, 1, 562, 802, 677]","[332, 177, 718, 0, 250, 1, 342, 498, 423]",0.015714285714285712,5,2.1406661993596967,1.1227455014068737
3,"[102, 1609, 0, 923, 2910, 551, 588]","[59, 998, 0, 568, 1826, 350, 371]",0.0,5,2.1406661993596967,1.13123550322384
4,"[162, 549, 400, 939, 2160, 1322, 0]","[99, 330, 255, 565, 1361, 829, 0]",0.007122877122877123,5,2.1406661993596967,1.1140975295043096
5,"[103, 715, 2377, 188, 158, 2511, 1552]","[58, 445, 1485, 108, 97, 1600, 946]",0.0,5,2.1406661993596967,1.1277899289860238
6,"[0, 1636, 903, 92, 185, 104, 1768]","[0, 1028, 574, 50, 119, 63, 1099]",0.0,5,2.1406661993596967,1.1239175167694793
7,"[3063, 49, 0, 104, 172]","[1889, 30, 0, 66, 106]",0.0017582417582417582,5,2.1406661993596967,1.1542062360705778
8,"[180, 2128, 2, 2670, 174, 1318, 968, 604]","[103, 1329, 2, 1655, 103, 826, 628, 367]",0.0027372627372627373,5,2.1406661993596967,1.1125069368561702
9,"[602, 635]","[378, 388]",0.006033966033966035,5,2.1406661993596967,1.1438534518855556
0,"[484373, 766, 41, 0, 1, 2]","[310642, 493, 28, 0, 1, 2]",0.0,0,2.416465119285876,1.0049038990901267
1,"[509193, 107, 38]","[326844, 67, 23]",0.0,0,2.416465119285876,1.0048586173917973
2,"[7, 32369, 300018]","[5, 20690, 192552]",0.0,0,2.416465119285876,1.0052014951220734
3,"[562302, 0, 64, 1]","[360834, 0, 46, 1]",0.24150849150849152,0,2.416465119285876,1.0041783161377555
4,"[557060, 366, 2]","[357251, 236, 1]",0.21433566433566434,0,2.416465119285876,1.0041804978656772
5,[530570],[340492],0.0,0,2.416465119285876,1.0048406347624457
6,"[592907, 0, 35, 0, 3, 171, 11, 34, 1]","[380187, 0, 22, 0, 3, 109, 7, 24, 1]",0.5541558441558442,0,2.416465119285876,1.0041273693486599
7,"[479910, 7, 1, 0, 27]","[307867, 6, 1, 0, 16]",0.0,0,2.416465119285876,1.0049917743556998
8,"[433429, 0]","[278217, 0]",0.0,0,2.416465119285876,1.0050936570036
9,"[541286, 0, 0]","[347200, 0, 0]",0.04571428571428572,0,2.416465119285876,1.004185566078548
0,"[380061, 0]","[237910, 0]",0.334055944055944,1,2.416465119285876,1.0098459019743535
1,"[329461, 0, 0]","[206157, 0, 0]",0.0,1,2.416465119285876,1.0104915823672018
2,"[381076, 0, 0, 0, 0]","[238164, 0, 0, 0, 0]",0.3353346653346653,1,2.416465119285876,1.0097300254683532
3,"[270463, 0, 0]","[169294, 0, 0]",0.0,1,2.416465119285876,1.0105892073846892
4,"[0, 353117, 0, 0, 0]","[0, 221045, 0, 0, 0]",0.057472527472527464,1,2.416465119285876,1.0094217976271898
5,"[383128, 1, 18, 1, 0]","[239552, 1, 11, 1, 0]",0.35017982017982013,1,2.416465119285876,1.0097109439993304
6,"[345491, 10, 0, 0]","[215961, 7, 0, 0]",0.0,1,2.416465119285876,1.0103702690566663
7,"[370930, 0, 1, 0]","[231853, 0, 1, 0]",0.23511488511488507,1,2.416465119285876,1.0095326669424907
8,"[0, 259346, 1, 0, 0]","[0, 162031, 1, 0, 0]",0.0,1,2.416465119285876,1.0102586670485858
9,"[360130, 0]","[225205, 0]",0.1304895104895105,1,2.416465119285876,1.0097810419065614
0,"[18855, 0, 134715, 32, 2, 0]","[11887, 0, 85295, 23, 2, 0]",0.07452547452547452,3,2.416465119285876,1.0455868990459471
1,"[151000, 2, 0, 0, 0, 1, 0]","[95256, 1, 0, 0, 0, 1, 0]",0.02852147852147852,3,2.416465119285876,1.0484236463135894
2,"[126564, 0, 0, 2, 0, 0, 0, 1]","[80024, 0, 0, 2, 0, 0, 0, 1]",0.0,3,2.416465119285876,1.0462065836109968
3,"[159983, 35, 0, 0, 1, 1, 0, 0]","[101285, 22, 0, 0, 1, 1, 0, 0]",0.12282717282717283,3,2.416465119285876,1.045890975338543
4,"[140816, 0, 5]","[88988, 0, 4]",0.0,3,2.416465119285876,1.046071691402845
5,"[153835, 0, 3, 0, 3, 7, 1, 35, 41, 1, 0]","[97155, 0, 2, 0, 2, 4, 1, 22, 24, 1, 0]",0.06676323676323676,3,2.416465119285876,1.0484671596583446
6,"[115998, 0, 99, 1]","[73327, 0, 61, 1]",0.0,3,2.416465119285876,1.0467875001593074
7,"[0, 100511, 1, 1, 6, 5, 0, 1]","[0, 63436, 1, 1, 5, 2, 0, 1]",9.99000999000999e-06,3,2.416465119285876,1.047660706429415
8,"[153429, 9, 2, 39]","[97053, 6, 2, 25]",0.0527972027972028,3,2.416465119285876,1.046460547365265
9,"[99344, 4, 0]","[62790, 3, 0]",0.0,3,2.416465119285876,1.045639872470046
0,"[1510, 245, 300, 3397, 1812, 2573, 194]","[928, 149, 170, 2113, 1066, 1568, 116]",0.020559440559440565,5,2.416465119285876,1.132585216478757
1,"[479, 1699, 1, 282, 951]","[293, 1044, 1, 168, 568]",0.0,5,2.416465119285876,1.1706458837736624
2,"[977, 570, 1196, 284, 779]","[599, 349, 709, 167, 463]",0.0,5,2.416465119285876,1.1697271828657143
3,"[2060, 203, 926, 1362, 3666, 188, 95]","[1274, 119, 554, 825, 2265, 109, 59]",0.019650349650349654,5,2.416465119285876,1.144398612739673
4,"[373, 191, 379, 1726, 1, 1287]","[218, 120, 232, 1058, 1, 792]",0.0008591408591408591,5,2.416465119285876,1.163717578797971
5,"[206, 2543, 554, 181]","[121, 1554, 336, 108]",0.0,5,2.416465119285876,1.1724182242587273
6,"[88, 100, 1060, 1148, 0, 628, 101]","[52, 52, 649, 695, 0, 393, 61]",0.0,5,2.416465119285876,1.161162982803221
7,"[574, 91, 965]","[344, 58, 590]",0.006673326673326673,5,2.416465119285876,1.1799422509616828
8,"[1507, 275, 5104, 0, 1458]","[924, 165, 3159, 0, 905]",0.0,5,2.416465119285876,1.1366900120663999
9,"[171, 92, 2795, 3]","[99, 51, 1711, 1]",0.0008191808191808192,5,2.416465119285876,1.1925629632761525
0,[518394],[332775],0.0,0,2.7277973905842594,1.0042567946967897
1,"[634409, 0, 0, 0]","[407133, 0, 0, 0]",0.5314985014985014,0,2.7277973905842594,1.0035055846876784
2,"[578075, 251, 243, 1]","[371251, 154, 147, 1]",0.0,0,2.7277973905842594,1.0040531880976498
3,"[623237, 0, 229, 869]","[400325, 0, 149, 572]",0.4594505494505495,0,2.7277973905842594,1.0034809229843602
4,"[558514, 1, 1428, 240, 3, 1]","[358326, 1, 904, 162, 2, 1]",0.0,0,2.7277973905842594,1.0042773266442195
5,"[572816, 4, 92, 10, 63]","[368119, 2, 61, 6, 40]",0.0,0,2.7277973905842594,1.0041420622652522
6,"[547264, 1, 0, 3, 23]","[351223, 1, 0, 2, 18]",0.0,0,2.7277973905842594,1.0042495304533074
7,"[573901, 0, 1]","[368227, 0, 1]",0.0,0,2.7277973905842594,1.0042681703410188
8,[633734],[407243],0.5466333666333666,0,2.7277973905842594,1.0034840928045832
9,"[627065, 0, 54]","[402409, 0, 34]",0.4784615384615385,0,2.7277973905842594,1.00347242629929
0,"[397370, 3, 0, 1, 1]","[245745, 2, 0, 1, 1]",0.26145854145854147,1,2.7277973905842594,1.008409751524645
1,"[351182, 0, 2, 0]","[217170, 0, 2, 0]",0.0,1,2.7277973905842594,1.009289307206226
2,"[0, 366072, 0, 0, 0, 0]","[0, 226709, 0, 0, 0, 0]",9.99000999000999e-06,1,2.7277973905842594,1.0091569272940852
3,"[387438, 10, 0, 1, 1]","[239830, 6, 0, 1, 1]",0.17340659340659342,1,2.7277973905842594,1.0088650561195134
4,"[341075, 0, 0, 0, 0, 0, 0]","[211016, 0, 0, 0, 0, 0, 0]",0.0,1,2.7277973905842594,1.0093919207124495
5,"[403307, 0, 0, 0, 2, 0, 0]","[249844, 0, 0, 0, 2, 0, 0]",0.32896103896103895,1,2.7277973905842594,1.0083487300739788
6,"[410477, 0, 1]","[253697, 0, 1]",0.39283716283716286,1,2.7277973905842594,1.0084248703429994
7,"[397924, 0, 0, 2, 0, 4]","[246658, 0, 0, 2, 0, 3]",0.2719180819180819,1,2.7277973905842594,1.0083061699106508
8,"[265879, 0]","[164620, 0]",0.0,1,2.7277973905842594,1.0096772238265108
9,"[378064, 0, 3, 3, 0]","[233784, 0, 3, 3, 0]",0.07232767232767233,1,2.7277973905842594,1.0086512882417893
0,"[152549, 0, 0, 0, 0, 0]","[95957, 0, 0, 0, 0, 0]",0.0,3,2.7277973905842594,1.0482963487273975
1,"[164546, 2, 29, 12, 1, 1]","[103642, 2, 19, 8, 1, 1]",0.04998001998001998,3,2.7277973905842594,1.0486209361060927
2,"[175129, 8, 0, 1, 0]","[110232, 5, 0, 1, 0]",0.15237762237762237,3,2.7277973905842594,1.0492169442022765
3,"[174611, 0, 0, 0]","[109928, 0, 0, 0]",0.14325674325674323,3,2.7277973905842594,1.047703155682826
4,"[154446, 0, 2, 13, 0]","[97306, 0, 2, 8, 0]",0.0,3,2.7277973905842594,1.0466942989760781
5,"[142564, 0, 0, 0, 0, 0, 0]","[89623, 0, 0, 0, 0, 0, 0]",0.0,3,2.7277973905842594,1.049202563711317
6,"[177593, 0, 4, 3, 0]","[111427, 0, 3, 3, 0]",0.17683316683316683,3,2.7277973905842594,1.0488381831682483
7,"[170551, 2, 2, 1, 0]","[107473, 1, 1, 1, 0]",0.10207792207792209,3,2.7277973905842594,1.0463904250110982
8,"[159237, 0, 9, 4, 0, 31]","[100149, 0, 6, 2, 0, 19]",0.0,3,2.7277973905842594,1.0489837225869303
9,"[166820, 14, 0]","[104958, 10, 0]",0.06913086913086912,3,2.7277973905842594,1.048355267380047
0,"[676, 2749, 85, 196, 1064]","[393, 1650, 47, 106, 648]",0.006773226773226774,5,2.7277973905842594,1.2131714813628185
1,"[188, 2303, 2680, 1247, 186, 900]","[110, 1386, 1627, 750, 111, 538]",0.024915084915084915,5,2.7277973905842594,1.1905316280711313
2,"[372, 750, 1001, 96, 474, 383]","[223, 465, 594, 47, 294, 223]",0.002767232767232768,5,2.7277973905842594,1.2156306248589246
3,"[583, 92, 1670, 2784, 294, 97, 194]","[348, 46, 1018, 1693, 170, 57, 116]",0.005834165834165834,5,2.7277973905842594,1.1841904636822804
4,"[268, 197, 691]","[167, 105, 403]",0.0,5,2.7277973905842594,1.2444914371877636
5,"[386, 280, 0, 97, 98, 193, 879, 95, 101, 194, 1841]","[233, 158, 0, 49, 53, 116, 538, 53, 57, 113, 1115]",0.0038661338661338663,5,2.7277973905842594,1.251966653390245
6,"[393, 200, 728, 52, 491]","[234, 115, 436, 27, 293]",0.0,5,2.7277973905842594,1.2140653368959582
7,"[84, 290, 190, 3542, 1046, 911, 2435]","[48, 167, 116, 2130, 647, 563, 1493]",0.005674325674325674,5,2.7277973905842594,1.1612368387529668
8,"[197, 657, 89, 182]","[106, 391, 47, 99]",0.0009490509490509492,5,2.7277973905842594,1.2663882745325101
9,"[85, 197, 102, 1238, 0]","[47, 114, 55, 715, 0]",0.002837162837162837,5,2.7277973905842594,1.2583675518529125
0,"[543566, 0, 31, 64]","[349101, 0, 23, 39]",0.0,0,3.0792410553301317,1.0037881759244265
1,"[683486, 0, 5]","[438082, 0, 4]",0.65,0,3.0792410553301317,1.0027787065612328
2,"[651833, 207]","[419062, 129]",0.3385014985014985,0,3.0792410553301317,1.0028103756256677
3,"[671534, 279, 10, 138, 0]","[431130, 182, 8, 86, 0]",0.544025974025974,0,3.0792410553301317,1.0027901260067018
4,"[620677, 1, 1, 625, 2]","[398788, 1, 1, 399, 2]",0.038211788211788215,0,3.0792410553301317,1.002831117784184
5,"[632155, 1, 0]","[406036, 1, 0]",0.14164835164835166,0,3.0792410553301317,1.0028435808679537
6,"[561064, 4]","[359955, 4]",0.0,0,3.0792410553301317,1.0037301670182261
7,"[658176, 3]","[422374, 3]",0.41353646353646356,0,3.0792410553301317,1.0028800763607992
8,"[685526, 0, 0]","[440426, 0, 0]",0.6817682317682318,0,3.0792410553301317,1.002811572156427
9,"[665847, 0, 67, 3, 2]","[427218, 0, 48, 2, 2]",0.4894005994005994,0,3.0792410553301317,1.00290139517558
0,"[353396, 0, 0]","[215567, 0, 0]",0.0,1,3.0792410553301317,1.0087292863217858
1,"[374594, 0, 0]","[228737, 0, 0]",0.0,1,3.0792410553301317,1.0085941212039882
2,"[405730, 0, 0]","[247399, 0, 0]",0.15274725274725276,1,3.0792410553301317,1.0074619973432366
3,"[420562, 1, 0]","[256279, 1, 0]",0.30686313686313693,1,3.0792410553301317,1.0077504895164862
4,"[401007, 0, 1, 1]","[244644, 0, 1, 1]",0.10734265734265733,1,3.0792410553301317,1.0077910563254366
5,"[403156, 0, 0]","[245938, 0, 0]",0.12657342657342657,1,3.0792410553301317,1.0074341203072428
6,"[341261, 0, 0, 0, 5]","[208360, 0, 0, 0, 3]",0.0,1,3.0792410553301317,1.0083328226437631
7,"[313190, 1, 2, 3, 0, 0]","[191018, 1, 2, 3, 0, 0]",0.0,1,3.0792410553301317,1.0085905361865921
8,"[309940, 0]","[189153, 0]",0.0,1,3.0792410553301317,1.008909768402377
9,"[384001, 0, 0]","[234132, 0, 0]",0.0,1,3.0792410553301317,1.0083388236759807
0,"[176377, 0, 0, 2]","[110328, 0, 0, 2]",0.05274725274725275,3,3.0792410553301317,1.0511303845025999
1,"[141835, 4, 10, 0, 0, 11]","[88787, 3, 7, 0, 0, 8]",0.0,3,3.0792410553301317,1.0528337555790148
2,"[184327, 0, 0, 17, 0, 0]","[115509, 0, 0, 13, 0, 0]",0.13509490509490513,3,3.0792410553301317,1.0514687303109045
3,"[187886, 0, 0]","[117513, 0, 0]",0.1677222777222777,3,3.0792410553301317,1.0502070723676213
4,"[176535, 4, 4, 6]","[110474, 2, 3, 3]",0.050999000999000996,3,3.0792410553301317,1.0506506975308745
5,"[119306, 0, 0, 1, 45069, 0]","[74660, 0, 0, 1, 28245, 0]",0.026353646353646357,3,3.0792410553301317,1.0508921396397208
6,"[160050, 0, 0, 0, 10, 8]","[100126, 0, 0, 0, 6, 6]",0.0,3,3.0792410553301317,1.0519654459945076
7,"[176225, 0, 0, 0, 3, 3]","[109903, 0, 0, 0, 2, 3]",0.052917082917082914,3,3.0792410553301317,1.0518638183916236
8,"[187710, 0, 2, 0, 0, 0]","[117442, 0, 2, 0, 0, 0]",0.16803196803196804,3,3.0792410553301317,1.0490658666726118
9,"[184452, 1, 2, 3, 0, 2, 5, 1, 0]","[115211, 1, 2, 2, 0, 2, 3, 1, 0]",0.13439560439560438,3,3.0792410553301317,1.0527438360696035
0,"[101, 740, 672, 2, 1, 1025, 297, 298]","[55, 438, 358, 1, 1, 608, 158, 164]",0.006443556443556445,5,3.0792410553301317,1.3191616886352007
1,"[189, 92, 890, 96, 97, 284, 697]","[97, 49, 509, 52, 55, 161, 392]",0.0019080919080919083,5,3.0792410553301317,1.3361357713745454
2,"[593, 712, 1565]","[335, 427, 862]",0.0,5,3.0792410553301317,1.3509748810856075
3,"[96, 386, 517, 725, 93, 395, 2112, 189, 578]","[53, 207, 303, 424, 44, 230, 1246, 116, 337]",0.0,5,3.0792410553301317,1.300503842990707
4,"[381, 96, 195, 97, 387, 695, 794, 494]","[205, 51, 101, 51, 209, 418, 443, 273]",0.0,5,3.0792410553301317,1.3458046500501182
5,"[794, 1, 478, 385, 803, 1490, 393, 196]","[462, 1, 273, 203, 480, 875, 217, 108]",0.011858141858141859,5,3.0792410553301317,1.2956570198413344
6,"[97, 385, 1125, 99]","[50, 213, 656, 56]",0.0,5,3.0792410553301317,1.2719150186799928
7,"[95, 202, 305, 92, 393, 93, 288]","[53, 114, 189, 48, 227, 54, 163]",0.0,5,3.0792410553301317,1.3537921701550029
8,"[480, 95, 192, 792, 97, 0, 690]","[275, 48, 102, 460, 57, 0, 403]",0.0,5,3.0792410553301317,1.27709955618796
9,"[288, 1192, 897]","[164, 678, 503]",0.000999000999000999,5,3.0792410553301317,1.4057474095727618
0,"[675045, 19]","[433826, 13]",0.2378621378621379,0,3.4759639808878022,1.0023022187799464
1,"[715145, 4, 4]","[459179, 4, 4]",0.6411788211788211,0,3.4759639808878022,1.002317917400639
2,"[0, 563651, 0]","[0, 362168, 0]",9.99000999000999e-06,0,3.4759639808878022,1.0032445397928662
3,[492104],[315893],0.0,0,3.4759639808878022,1.00324704592554
4,"[714478, 6]","[459331, 4]",0.6379420579420579,0,3.4759639808878022,1.0023569650409165
5,"[646773, 6, 5]","[415742, 5, 2]",0.0,0,3.4759639808878022,1.0029919193020178
6,"[385116, 71]","[247466, 46]",0.0,0,3.4759639808878022,1.003863905314739
7,"[545249, 0]","[350429, 0]",0.0,0,3.4759639808878022,1.0036895214263142
8,"[654761, 2, 0]","[420458, 1, 0]",0.04679320679320679,0,3.4759639808878022,1.0023212226567633
9,"[547629, 1, 0, 3, 767]","[351623, 1, 0, 3, 475]",0.0,0,3.4759639808878022,1.0034322799710242
0,"[430279, 0]","[257856, 0]",0.23793206793206795,1,3.4759639808878022,1.0066593903131897
1,"[405404, 0, 0, 1, 1]","[242979, 0, 0, 1, 1]",0.0,1,3.4759639808878022,1.0072893956039954
2,"[425882, 0, 3]","[254925, 0, 2]",0.20169830169830172,1,3.4759639808878022,1.0068326945816728
3,"[342323, 0, 0]","[205194, 0, 0]",0.0,1,3.4759639808878022,1.007426964990683
4,[393697],[235786],0.0,1,3.4759639808878022,1.0078892312108638
5,"[265668, 0, 5]","[158949, 0, 4]",0.0,1,3.4759639808878022,1.008098458144605
6,"[388927, 0, 2, 0, 0, 0]","[232710, 0, 2, 0, 0, 0]",0.0,1,3.4759639808878022,1.007795496228445
7,"[351148, 1, 0]","[210274, 1, 0]",0.0,1,3.4759639808878022,1.007940740264699
8,"[430152, 0, 2, 0, 0]","[257467, 0, 1, 0, 0]",0.23913086913086914,1,3.4759639808878022,1.0069373454785973
9,"[415042, 3, 0, 0]","[248643, 2, 0, 0]",0.09092907092907095,1,3.4759639808878022,1.0069489908931437
0,"[187373, 0, 2]","[116316, 0, 2]",0.07157842157842158,3,3.4759639808878022,1.059397036114388
1,"[196180, 0, 0, 1, 1, 0, 0]","[121699, 0, 0, 1, 1, 0, 0]",0.15974025974025974,3,3.4759639808878022,1.0569994666722533
2,"[154172, 0]","[95601, 0]",0.0,3,3.4759639808878022,1.0597007302986996
3,"[196888, 0, 0, 1, 0]","[122170, 0, 0, 1, 0]",0.16413586413586415,3,3.4759639808878022,1.058539009700365
4,"[177617, 0, 0, 6, 0, 0]","[110074, 0, 0, 5, 0, 0]",0.0,3,3.4759639808878022,1.0606728837985901
5,"[175569, 6, 1, 0]","[108831, 5, 1, 0]",0.0,3,3.4759639808878022,1.0623796379987533
6,"[186748, 1, 1]","[115858, 1, 1]",0.06679320679320679,3,3.4759639808878022,1.057776229822799
7,"[198549, 0, 0, 0, 0, 0, 2]","[123228, 0, 0, 0, 0, 0, 1]",0.183996003996004,3,3.4759639808878022,1.0579470690672363
8,"[142448, 4]","[88207, 2]",0.0,3,3.4759639808878022,1.0598926059089924
9,"[66946, 0, 2, 1, 27475, 1, 0]","[41345, 0, 2, 1, 17082, 1, 0]",0.0,3,3.4759639808878022,1.066108940798787
0,"[98, 488, 0, 93, 197, 96]","[54, 258, 0, 50, 108, 51]",0.000989010989010989,5,3.4759639808878022,1.6009922079189476
1,"[584, 94, 295, 193, 99]","[305, 47, 166, 99, 55]",0.001958041958041958,5,3.4759639808878022,1.4934862901956714
2,"[97, 98, 592, 195, 0, 95]","[51, 48, 317, 105, 0, 46]",0.0,5,3.4759639808878022,1.5135462832812587
3,"[592, 498, 195, 1590, 96, 98, 600, 200, 96]","[316, 266, 108, 841, 48, 50, 326, 115, 49]",0.001938061938061938,5,3.4759639808878022,1.456298788105578
4,"[579, 489, 99, 195, 387]","[311, 269, 53, 100, 199]",0.00973026973026973,5,3.4759639808878022,1.5097229432873902
5,"[195, 680, 306, 97, 100]","[107, 353, 168, 55, 56]",0.003966033966033966,5,3.4759639808878022,1.4882278829126212
6,"[1, 894, 97, 283, 203, 492]","[1, 487, 46, 153, 111, 263]",1.998001998001998e-05,5,3.4759639808878022,1.4687544813557831
7,"[97, 1084, 796, 98, 99, 1192, 98, 98]","[55, 599, 440, 49, 53, 649, 50, 53]",0.000979020979020979,5,3.4759639808878022,1.408894105194385
8,"[97, 197, 189, 93, 98, 200, 98, 196]","[53, 103, 98, 49, 52, 104, 50, 106]",0.000979020979020979,5,3.4759639808878022,1.5393687695116636
9,"[798, 1196, 94, 99]","[431, 654, 47, 49]",0.000969030969030969,5,3.4759639808878022,1.4239536055135824
0,[647784],[416160],0.0,0,3.923799851757305,1.0029596420681317
1,"[602738, 15]","[387293, 11]",0.0,0,3.923799851757305,1.0029384815809956
2,"[686955, 0]","[441586, 0]",0.06488511488511489,0,3.923799851757305,1.0019622824313958
3,"[685793, 0, 151, 1]","[440757, 0, 91, 1]",0.06112887112887113,0,3.923799851757305,1.0019365845448196
4,"[637946, 109, 0]","[409784, 71, 0]",0.0,0,3.923799851757305,1.0030183280809464
5,"[694291, 3, 1, 29]","[446446, 2, 1, 22]",0.14114885114885115,0,3.923799851757305,1.0018632104913625
6,"[628475, 9]","[403823, 8]",0.0,0,3.923799851757305,1.002939282520622
7,"[708698, 4, 0]","[455577, 3, 0]",0.2808991008991009,0,3.923799851757305,1.00183858926226
8,[668497],[429453],0.0,0,3.923799851757305,1.00275451520995
9,"[741886, 0]","[477460, 0]",0.6096003996003997,0,3.923799851757305,1.0018488825391139
0,"[404734, 0]","[236830, 0]",0.0,1,3.923799851757305,1.0064356323126704
1,"[429452, 0, 0]","[251281, 0, 0]",0.10514485514485515,1,3.923799851757305,1.0061427467241952
2,"[321838, 0, 0]","[188472, 0, 0]",0.0,1,3.923799851757305,1.0072269982971485
3,"[435503, 0, 1]","[254615, 0, 1]",0.16256743256743256,1,3.923799851757305,1.006210571474967
4,"[450172, 0, 0, 1, 0, 0, 0]","[262908, 0, 0, 1, 0, 0, 0]",0.306993006993007,1,3.923799851757305,1.0060019677578342
5,"[428458, 1, 0, 0]","[250195, 1, 0, 0]",0.09131868131868132,1,3.923799851757305,1.0058367289550283
6,"[459816, 0, 0, 0, 0, 0, 0]","[268858, 0, 0, 0, 0, 0, 0]",0.4105994005994006,1,3.923799851757305,1.005895182777578
7,[459827],[269262],0.4070829170829171,1,3.923799851757305,1.0058679168591411
8,"[441027, 0, 0, 0, 0]","[257840, 0, 0, 0, 0]",0.21945054945054945,1,3.923799851757305,1.006191223340926
9,"[356416, 0, 0]","[208291, 0, 0]",0.0,1,3.923799851757305,1.0075291053649937
0,"[176033, 1, 7, 0, 11, 0, 3]","[107981, 1, 4, 0, 7, 0, 2]",0.0,3,3.923799851757305,1.0671506396771067
1,"[190350, 1, 0, 1, 0, 2]","[116576, 1, 0, 1, 0, 2]",0.023206793206793204,3,3.923799851757305,1.0693873326918066
2,"[192878, 0, 1, 0, 0, 0, 1]","[118232, 0, 1, 0, 0, 0, 1]",0.04787212787212786,3,3.923799851757305,1.0678566440818962
3,"[199938, 0, 0, 1, 1, 0, 1, 0]","[122703, 0, 0, 1, 1, 0, 1, 0]",0.11906093906093906,3,3.923799851757305,1.0701195196402908
4,"[188126, 2, 0, 0, 1]","[115172, 1, 0, 0, 1]",0.0,3,3.923799851757305,1.0705753312074087
5,"[197002, 1, 0]","[120832, 1, 0]",0.08910089910089909,3,3.923799851757305,1.0662904329177079
6,"[187691, 3, 0, 0, 0, 0, 1]","[115318, 3, 0, 0, 0, 0, 1]",0.0,3,3.923799851757305,1.0700766061056521
7,"[199849, 0, 17, 3, 4, 0, 0, 0, 2, 0, 4]","[122641, 0, 10, 2, 4, 0, 0, 0, 2, 0, 2]",0.11831168831168831,3,3.923799851757305,1.067002987879014
8,"[174659, 13, 3]","[107226, 7, 3]",0.0,3,3.923799851757305,1.069620094450641
9,"[199837, 7, 0, 0, 0, 0]","[122442, 5, 0, 0, 0, 0]",0.11932067932067932,3,3.923799851757305,1.070396721810325
0,"[197, 293, 202, 0, 599]","[98, 152, 102, 0, 314]",0.001988011988011988,5,3.923799851757305,1.5175188388282184
1,"[195, 390, 100, 100, 0, 95, 99]","[96, 195, 49, 50, 0, 46, 50]",0.002937062937062937,5,3.923799851757305,1.6309120169261617
2,"[196, 689, 202]","[98, 328, 107]",0.0,5,3.923799851757305,1.70017904247942
3,"[407, 299, 494, 97, 97, 501]","[193, 148, 257, 42, 52, 256]",0.0,5,3.923799851757305,1.6547541192441921
4,"[198, 196, 598, 1487, 191]","[96, 93, 306, 773, 91]",0.000989010989010989,5,3.923799851757305,1.5792019885862756
5,"[300, 95, 98, 99, 93, 99, 501, 200]","[155, 45, 47, 48, 46, 49, 252, 101]",0.002017982017982018,5,3.923799851757305,1.6910317274555622
6,"[511, 395, 99, 292, 297, 296, 21]","[266, 202, 56, 150, 140, 142, 7]",0.0006793206793206793,5,3.923799851757305,1.6320024637326822
7,"[389, 97, 596]","[191, 50, 306]",0.000989010989010989,5,3.923799851757305,1.621549270820744
8,"[97, 390, 1106, 100, 199, 194]","[47, 194, 589, 48, 101, 90]",0.0,5,3.923799851757305,1.555761353667651
9,"[194, 294, 99, 100, 494]","[92, 146, 48, 45, 263]",0.000989010989010989,5,3.923799851757305,1.5773873804864205
0,[729237],[469431],0.2261938061938062,0,4.429333952050413,1.0015128144428476
1,[629050],[403610],0.0,0,4.429333952050413,1.0027342784865936
2,"[603038, 10]","[387770, 8]",0.0,0,4.429333952050413,1.0027740880286502
3,"[721026, 4]","[463922, 3]",0.14899100899100898,0,4.429333952050413,1.0015321565198414
4,"[759733, 0]","[488746, 0]",0.5393506493506494,0,4.429333952050413,1.001567831844976
5,"[782416, 3, 44]","[503335, 3, 27]",0.7561538461538463,0,4.429333952050413,1.0015645391291865
6,[718255],[462082],0.12041958041958044,0,4.429333952050413,1.0015638390858606
7,[665463],[427999],0.0,0,4.429333952050413,1.0025570130492676
8,"[752837, 0]","[484407, 0]",0.46356643356643357,0,4.429333952050413,1.0015563624260315
9,"[753678, 1, 1, 1663, 1, 3]","[484280, 1, 1, 1069, 1, 2]",0.4935064935064935,0,4.429333952050413,1.0015597701236556
0,"[431193, 0, 0, 0, 0]","[244915, 0, 0, 0, 0]",0.025684315684315683,1,4.429333952050413,1.005406665133756
1,"[340477, 0, 0]","[192992, 0, 0]",0.0,1,4.429333952050413,1.006654251658028
2,"[366532, 0, 0]","[208000, 0, 0]",0.0,1,4.429333952050413,1.0064953199360225
3,"[469053, 0, 1, 0, 1, 0]","[266546, 0, 1, 0, 1, 0]",0.4001698301698302,1,4.429333952050413,1.005546184218357
4,"[447314, 0]","[253383, 0]",0.1795304695304695,1,4.429333952050413,1.0054305228661549
5,"[467740, 0, 0, 0, 0]","[265771, 0, 0, 0, 0]",0.39084915084915084,1,4.429333952050413,1.0055209159119398
